uid,iid,rating
140,4465,3.5
474,50160,3.5
239,1101,3.5
523,317,4.0
610,40412,5.0
57,518,2.0
177,54190,3.0
202,3138,3.0
45,5585,1.0
219,303,3.5
105,5690,5.0
357,1393,4.5
368,3917,3.0
606,8685,3.5
199,380,3.0
103,6016,5.0
19,1882,2.0
46,349,3.0
514,608,4.0
84,1179,3.0
275,2360,5.0
177,8609,3.0
522,5464,4.0
28,145,1.5
466,64716,5.0
382,8972,3.5
590,54286,3.0
132,1249,3.0
488,593,4.5
342,1268,3.0
151,12,3.0
95,5247,4.0
200,58559,5.0
64,1088,4.0
240,333,5.0
67,318,4.5
469,1080,5.0
105,1263,4.0
274,48877,3.0
458,589,3.0
1,1042,4.0
17,48394,4.5
20,5388,4.0
603,3477,2.0
386,10,3.0
357,480,4.0
210,8907,1.5
20,4979,4.0
382,3638,3.5
19,2137,4.0
274,1562,2.5
287,2633,2.0
38,224,4.0
10,136020,5.0
89,93510,3.0
298,97836,0.5
91,1387,5.0
68,112175,4.5
387,48877,3.0
497,1206,4.0
590,3435,4.0
378,33794,4.5
163,1722,2.0
354,4306,4.0
607,1094,3.0
380,171763,4.0
438,5954,3.0
595,265,5.0
606,1307,4.5
95,293,4.5
385,531,3.0
99,282,4.0
256,3979,3.5
307,1097,3.0
216,930,5.0
20,5693,4.0
420,54995,4.0
482,647,3.5
239,44199,4.5
432,2706,3.0
424,543,3.5
606,579,3.0
38,509,2.0
219,592,3.5
275,3793,2.0
346,2321,3.5
391,4936,3.0
448,3489,3.0
446,168,1.0
96,1291,4.0
434,736,2.5
479,3244,5.0
28,3535,4.0
419,8493,1.5
10,60950,2.0
376,5445,5.0
564,46970,4.5
103,2291,4.5
411,648,5.0
64,5679,3.0
599,424,1.5
292,68554,3.5
380,4299,3.0
275,1694,3.0
199,1954,4.0
268,2403,2.0
82,3861,2.5
217,1129,3.0
89,172321,2.0
368,3871,4.0
560,2600,4.0
555,438,4.0
148,81847,4.5
66,8961,4.0
453,2997,5.0
453,2582,5.0
136,62,5.0
62,56174,4.0
109,371,3.0
380,2115,5.0
414,2542,5.0
555,2260,3.0
329,1206,0.5
140,4795,4.0
551,88125,4.0
298,6218,1.5
419,6365,4.0
190,8464,4.0
332,1748,3.5
105,26150,4.5
182,2474,4.0
474,534,5.0
202,350,3.0
419,6373,3.5
354,4447,3.5
474,927,4.0
180,1197,4.0
602,296,5.0
210,166528,4.5
32,141,4.0
84,1184,3.0
379,349,4.0
76,63436,4.5
551,117529,1.0
428,5481,2.0
587,3358,3.0
399,5445,0.5
480,551,3.5
387,8957,3.5
555,3072,4.0
474,43376,5.0
414,2734,3.0
474,357,3.0
600,4306,3.5
287,6620,5.0
573,6333,4.0
19,592,5.0
325,466,2.0
579,3453,2.0
110,3629,4.0
288,2243,3.0
438,7451,3.5
184,59022,3.0
28,37741,2.0
101,3160,4.0
221,3037,4.5
483,2700,4.0
41,1259,5.0
387,33834,3.0
603,1497,4.0
603,36,4.0
560,91500,3.0
307,7154,2.0
428,2947,3.0
63,92535,5.0
34,3624,4.0
376,5378,4.5
304,1214,4.0
221,912,5.0
599,2448,1.5
328,72641,1.5
122,52281,5.0
275,1875,5.0
135,1597,4.0
491,64969,5.0
380,4941,2.0
599,3906,2.0
226,8622,3.5
448,2110,4.0
82,454,3.5
312,1278,4.0
362,7438,4.5
528,55721,5.0
414,46974,3.0
414,1498,4.0
91,1148,4.0
564,37384,4.0
414,3148,4.0
597,2110,5.0
414,3019,4.0
18,8961,3.5
474,2794,2.5
563,8866,2.0
228,3510,3.0
575,2496,3.0
323,509,3.5
489,914,5.0
599,667,1.5
274,3386,3.0
473,262,3.5
590,1287,4.5
316,543,1.5
220,7147,5.0
294,1375,4.0
489,91488,3.5
68,442,2.0
387,332,2.5
202,3006,4.0
525,164540,3.5
352,6502,5.0
448,64839,4.0
137,1207,3.0
396,45,3.0
462,4546,3.5
105,2843,5.0
19,3395,3.0
180,1136,4.0
599,104419,2.5
525,56563,4.0
603,2580,4.0
10,112006,4.0
606,2622,3.5
20,3397,5.0
226,8368,4.0
328,616,4.5
232,39446,4.0
57,597,3.0
51,2724,3.5
141,1682,3.0
416,2571,1.0
39,1136,4.0
380,88140,5.0
64,307,3.5
368,880,1.0
267,1240,5.0
367,3483,2.0
137,541,5.0
122,70,4.5
567,1203,4.5
249,152970,4.5
32,252,3.0
517,2421,0.5
217,2613,2.0
428,2671,1.0
462,4605,2.0
241,53123,3.5
111,51086,0.5
201,593,5.0
177,45950,4.0
381,6539,3.5
356,912,5.0
91,6539,5.0
608,4226,4.5
215,72407,2.0
445,4011,3.5
318,8724,4.5
318,43869,4.0
474,780,4.0
233,57669,3.0
122,107406,4.5
160,4021,5.0
171,1148,5.0
409,223,4.0
608,48,0.5
590,1777,2.5
600,4677,2.5
373,230,4.0
240,382,3.0
594,7782,4.5
17,750,4.5
599,487,2.0
608,27706,4.0
132,1777,2.0
605,3599,4.0
560,2677,4.0
483,60069,5.0
37,349,4.0
160,595,3.0
603,3223,5.0
199,1304,5.0
274,3254,3.0
6,47,4.0
495,106489,0.5
555,2302,4.0
219,480,4.0
172,2762,4.5
580,6305,2.5
66,4085,3.0
161,380,3.5
495,4701,3.0
135,4812,1.0
479,5471,2.0
275,39,4.0
105,5418,3.5
21,106072,3.5
51,48774,5.0
593,26084,3.5
517,1183,4.0
599,32515,2.5
137,2762,4.5
227,99813,4.0
435,7438,5.0
367,3253,3.0
182,1262,4.5
268,1911,2.0
325,2490,4.0
497,1916,4.0
113,1912,5.0
480,991,4.0
372,36,3.0
474,2262,2.0
160,1186,5.0
64,1732,5.0
21,95510,3.5
279,166528,3.5
514,186587,3.0
57,3256,4.0
484,1721,3.0
603,1954,4.0
554,1358,3.0
313,4085,3.0
198,1580,4.0
307,6888,0.5
166,33166,5.0
301,55052,3.5
66,2312,4.0
318,1173,3.5
198,2541,3.0
410,468,4.0
515,112552,5.0
313,3639,4.0
70,1303,4.5
116,1721,4.0
434,55118,4.0
169,5222,4.0
485,10,4.0
202,529,4.0
91,4896,4.0
380,98961,4.0
438,4719,3.0
603,1612,3.0
332,1249,2.5
51,8784,4.0
298,4757,2.5
237,318,4.5
177,1274,2.0
387,7323,3.5
249,3273,2.5
480,2424,2.5
450,3969,4.0
7,380,3.0
484,616,4.0
105,26340,4.0
599,2297,2.5
380,3273,1.0
426,50872,3.0
387,44191,4.5
45,150,5.0
387,908,4.0
287,5992,5.0
216,933,5.0
62,71535,3.5
84,468,3.0
474,5747,4.5
160,837,2.0
111,8531,3.5
357,1345,4.5
555,3703,4.0
249,98961,4.0
177,2694,2.5
481,1721,5.0
414,4900,4.0
438,1393,4.0
31,1356,4.0
606,1859,3.5
291,89745,5.0
480,2692,4.0
182,1224,5.0
599,51540,3.0
249,108928,3.5
272,49272,2.5
292,100498,3.5
605,1881,3.0
484,1033,4.5
249,50,4.0
289,594,3.5
600,3255,2.5
448,5573,2.5
567,143355,1.5
220,57368,4.0
543,3825,5.0
354,2763,4.0
610,81591,3.5
18,231,2.5
364,9,3.0
19,2414,3.0
328,5989,3.5
509,37386,2.0
610,95088,4.0
605,592,3.0
380,2193,5.0
19,3501,2.0
599,1408,4.0
365,2291,3.0
232,318,5.0
434,316,3.5
606,1184,4.5
362,6934,4.0
367,3717,3.0
415,922,4.5
469,926,4.0
307,175,3.5
448,95744,2.5
160,3005,1.0
325,2583,4.0
182,8949,4.5
527,2529,5.0
600,2427,1.0
425,5952,4.5
219,6287,2.5
607,920,2.0
318,37741,4.5
28,54997,3.5
298,156371,3.5
274,3968,3.5
360,1488,4.0
242,454,3.0
328,2011,3.0
334,5618,3.5
285,858,5.0
599,3317,3.0
68,455,2.0
489,370,0.5
534,6383,3.5
6,327,1.0
232,44195,4.0
514,2746,3.5
21,6874,1.5
552,2993,3.0
457,3072,4.0
249,58998,4.0
57,3593,1.0
590,2133,2.5
10,88810,3.0
293,1673,4.0
166,318,4.5
597,1079,5.0
573,780,5.0
414,2313,4.0
357,30793,3.0
597,930,4.0
552,3798,3.0
527,2742,1.0
570,6539,3.5
103,107,3.5
63,60069,4.0
387,37733,4.0
584,282,5.0
559,227,3.0
294,1562,2.0
307,1753,4.0
66,2248,4.5
351,88129,4.0
391,780,1.0
64,236,3.5
17,47,4.0
229,165,3.0
469,3681,5.0
182,1673,4.5
428,223,4.0
182,3148,4.5
599,8905,2.5
184,114935,4.5
232,4896,3.5
606,232,5.0
80,94864,5.0
146,2688,4.0
111,1580,3.0
361,56775,4.0
297,95,1.0
144,2355,3.5
477,35836,4.0
217,2019,2.0
160,718,4.0
453,5418,4.0
113,2844,1.0
542,1407,1.0
583,239,4.5
274,818,2.0
480,1136,5.0
599,5334,2.0
608,1921,4.5
68,1994,2.5
420,910,5.0
187,25825,4.5
448,86880,1.5
587,1958,5.0
509,2291,3.5
318,1253,2.5
447,594,4.0
288,1387,5.0
559,454,3.0
414,1080,5.0
65,7153,4.0
298,74452,0.5
66,2001,3.5
522,96610,3.5
400,858,5.0
414,6811,3.0
520,1527,3.5
448,3087,3.0
606,2245,4.0
562,4995,5.0
462,1954,5.0
294,3424,2.0
309,3872,3.5
217,3489,2.0
318,64167,3.5
610,471,4.0
288,2015,3.0
318,70286,3.0
260,2348,2.0
249,1617,4.5
281,3897,3.5
380,188301,4.0
509,8368,3.5
559,733,4.0
354,3994,3.0
448,134158,1.5
305,1200,3.5
489,589,3.5
224,2150,5.0
467,2394,2.0
307,3177,2.0
414,3251,3.0
169,2762,4.0
298,5816,3.0
202,1176,3.0
111,86833,4.5
343,3000,3.0
331,1391,3.5
596,2501,3.5
200,4027,4.0
585,1405,4.0
249,116797,4.0
477,2699,2.5
474,2106,3.0
100,3753,4.5
111,102407,3.5
217,902,2.0
58,1073,5.0
306,6502,2.0
21,61160,1.0
446,141,4.0
16,4878,3.5
7,2717,3.5
446,593,5.0
523,101962,5.0
109,47,3.0
57,3396,4.0
222,1721,2.5
91,266,3.0
95,3033,4.0
411,191,3.0
555,2161,4.0
551,1527,2.5
217,3433,1.0
219,2791,4.5
325,5004,4.0
602,647,3.0
381,78637,3.5
414,3791,4.0
213,1036,4.0
313,780,3.0
201,2028,5.0
462,3462,3.5
376,1097,3.5
414,54256,1.5
448,2041,4.0
19,500,2.0
318,288,5.0
286,593,4.0
408,80489,4.0
275,858,5.0
608,1760,0.5
186,3984,4.0
487,4963,2.5
103,4388,3.0
605,2316,2.0
417,7153,5.0
33,2058,3.0
405,7371,4.5
525,7451,4.5
294,1731,1.0
103,3034,4.5
177,4008,3.0
480,2987,4.0
580,22,4.0
590,784,1.5
561,3253,3.0
125,171763,5.0
182,3555,2.5
599,8809,2.5
332,62250,4.0
103,4016,3.5
173,377,3.0
474,5902,3.5
51,2379,2.0
594,586,5.0
599,6625,2.5
153,173145,0.5
357,1265,4.5
294,1919,1.0
182,3785,3.5
139,5459,2.0
80,79132,4.5
221,923,4.5
599,471,2.5
510,1247,4.0
101,3174,5.0
275,1136,5.0
356,3088,4.5
313,1059,5.0
452,2700,5.0
434,6857,4.5
414,161582,5.0
223,296,3.0
21,33004,4.5
84,708,3.0
599,3468,4.5
143,6765,2.5
590,55765,3.5
280,585,2.5
552,497,2.5
389,25,4.0
132,7444,3.5
599,4890,2.5
328,1262,4.0
187,260,4.0
509,65193,3.0
480,1278,2.5
3,72378,0.5
57,208,1.0
177,2644,2.5
294,3208,1.0
494,1210,4.0
448,58559,3.5
610,87520,2.5
288,1393,3.0
181,191,1.0
187,2557,4.5
448,68358,3.5
330,2987,4.0
103,91529,4.5
45,362,5.0
64,2692,5.0
346,2683,2.0
19,3039,3.0
62,52604,4.5
561,97938,3.0
171,1367,5.0
604,293,3.0
36,4220,2.0
28,61236,2.5
412,1199,4.0
41,111921,4.0
307,3114,3.0
318,173291,2.0
314,1376,3.0
116,1293,3.5
89,148775,4.0
471,44191,3.5
605,1025,3.0
168,1233,4.5
571,2901,2.0
304,2628,5.0
590,51662,3.5
103,82854,3.0
597,1220,4.0
84,361,3.0
19,2720,1.0
608,3148,4.5
169,7143,4.5
68,55830,4.0
263,1684,3.0
432,6539,0.5
590,1653,3.0
387,1240,4.0
293,1617,3.0
610,102066,4.0
326,4235,4.0
5,474,4.0
210,2628,5.0
385,422,3.0
181,6,3.0
525,112552,3.0
359,55247,2.5
239,1682,4.0
543,2380,5.0
504,7153,4.0
318,81845,4.0
445,6016,2.0
380,37830,4.0
583,106696,3.0
313,1653,4.0
232,1721,4.5
256,60069,4.5
219,788,1.0
6,494,3.0
353,593,5.0
414,5540,3.0
610,7324,3.0
34,2273,5.0
41,595,4.0
160,3081,5.0
321,3,3.0
599,102735,0.5
91,1097,3.0
305,2403,4.0
260,5072,3.5
132,1562,1.5
469,899,3.0
111,94777,1.0
28,62,3.5
19,2959,5.0
602,480,4.0
52,1704,5.0
306,86833,4.0
154,72998,5.0
474,338,3.0
464,33493,5.0
480,5323,0.5
599,27193,2.5
594,1616,4.5
449,1262,4.0
474,1041,4.5
274,3253,3.5
346,480,2.5
54,589,3.0
447,318,5.0
525,69406,3.0
122,81537,4.5
477,2012,4.0
372,589,4.0
603,1674,4.0
159,157296,4.5
401,32031,3.5
6,21,2.0
552,442,1.5
275,1249,5.0
590,750,4.5
368,2387,3.0
221,2176,4.0
592,590,4.0
599,8638,3.0
377,72998,4.5
386,586,3.0
561,68791,2.0
18,648,3.0
420,54272,3.5
134,288,4.0
608,4448,4.5
372,1196,4.0
15,48774,3.0
414,85414,4.0
414,1303,4.0
140,6279,4.0
414,58156,2.0
132,32587,4.0
448,158,3.0
274,2605,3.5
89,79897,5.0
104,2794,3.0
448,135569,2.5
31,1198,4.0
91,370,3.0
20,4016,4.5
156,1292,4.0
57,1562,2.0
290,2739,4.0
428,6934,3.0
477,922,4.5
222,95949,3.5
288,3271,4.0
387,7581,3.0
510,145,3.0
222,1101,1.5
382,103042,4.0
448,160080,1.5
177,709,2.5
132,1206,3.5
279,6664,3.0
306,148956,2.5
326,3556,4.5
610,156371,5.0
276,333,5.0
84,647,4.0
311,2174,0.5
331,3752,3.0
484,5135,2.0
307,1206,3.5
82,6566,1.5
82,6687,4.0
608,3948,4.0
11,1918,4.0
136,491,5.0
514,73017,4.0
221,1201,4.0
448,8865,3.5
495,1721,5.0
351,2995,2.5
167,1732,4.0
280,2432,4.5
474,2089,3.5
484,6944,4.0
599,1599,1.0
505,2959,5.0
560,54995,4.0
358,87028,2.0
275,1393,5.0
425,4034,4.0
274,86,3.5
366,6942,3.5
571,1278,4.0
167,40815,4.5
68,34150,3.5
38,150,4.0
480,3300,1.0
610,60766,4.5
155,1911,4.0
522,141,3.5
376,8798,3.5
59,903,5.0
572,3135,3.0
155,3744,4.0
489,40597,2.0
365,5299,1.0
230,34330,3.0
448,103253,2.5
198,3160,3.0
19,2733,2.0
232,63131,4.0
182,1196,3.0
576,1347,1.5
261,3949,5.0
394,367,3.0
68,919,3.0
140,2267,3.0
477,7387,3.0
19,3072,2.0
307,33672,3.0
217,459,2.0
73,64969,4.0
19,2458,2.0
313,4006,5.0
306,85788,2.5
182,1480,4.0
606,46723,3.5
608,594,2.5
489,2006,0.5
232,527,4.5
587,1184,4.0
474,1201,3.5
221,6016,5.0
474,3359,3.5
414,551,4.0
140,5952,4.0
599,707,2.5
246,79132,5.0
486,318,5.0
402,9,3.0
220,58559,5.0
22,253,4.0
599,1693,2.5
586,74458,3.0
298,4974,1.0
603,2413,3.0
168,1222,4.5
474,8446,2.5
141,34162,3.5
474,8943,2.5
453,589,5.0
387,7027,2.0
610,51927,3.5
600,762,0.5
274,4369,3.0
249,1625,4.5
50,5816,2.5
610,139385,4.5
57,648,4.0
380,2993,3.0
590,553,4.0
195,800,2.0
550,112852,4.5
111,74458,3.5
381,344,3.0
520,6365,3.5
178,356,4.5
517,2096,4.0
288,3984,3.0
525,94777,3.5
6,531,3.0
217,2040,3.0
606,27255,3.5
177,33493,3.0
217,3175,4.0
18,37386,1.5
590,5679,3.0
600,150,2.0
610,158872,3.5
132,5225,3.0
66,8874,5.0
294,1431,1.0
450,3173,4.0
186,4857,4.0
187,2571,4.0
307,2706,2.5
105,3821,3.0
474,4998,3.5
169,5296,3.5
381,8865,2.5
247,608,4.0
129,3000,4.5
599,910,2.5
610,42723,4.0
494,1036,5.0
579,2496,4.0
313,2193,3.0
425,1047,3.5
461,318,4.5
414,1135,3.0
57,1374,5.0
182,3623,2.5
444,265,4.0
563,2059,4.5
607,3793,3.0
301,736,1.0
182,97,4.5
275,50,4.0
474,1066,4.0
60,318,4.0
307,165,2.5
178,2028,5.0
318,64614,4.0
104,2423,2.5
266,1298,5.0
177,3418,4.0
47,593,2.0
219,223,4.0
574,185,2.0
249,3081,3.5
177,1704,5.0
414,300,4.0
509,94777,3.0
177,47629,4.0
318,35836,3.5
229,475,4.0
550,134130,4.0
318,100106,3.5
294,1587,4.0
149,1676,5.0
247,2959,5.0
177,3565,3.5
28,34405,4.5
422,3157,3.0
50,7063,3.5
221,1103,4.0
606,7154,3.5
106,5952,5.0
105,118985,4.0
429,421,4.0
474,7160,4.0
414,2263,2.0
91,384,3.5
186,899,4.0
45,2918,5.0
217,2108,3.0
57,1277,3.0
489,8645,4.0
204,67295,3.5
156,2692,5.0
610,136016,3.5
603,4259,3.0
448,33830,2.0
124,4226,4.5
358,69844,3.5
274,2335,3.0
603,610,1.0
222,98083,3.0
500,595,4.0
234,1012,4.0
603,464,3.0
385,356,4.0
489,2245,3.5
169,1136,5.0
282,1265,4.5
438,2424,4.0
306,105731,2.0
520,551,4.5
51,327,1.5
534,5459,3.5
350,671,4.0
91,3681,4.0
339,4223,4.5
567,104337,1.5
448,91470,1.5
232,51662,5.0
480,8873,3.5
474,4890,3.5
62,106918,4.5
170,454,3.0
219,8361,2.0
228,2722,4.0
483,208,3.0
474,22,3.0
73,8360,2.0
474,3147,4.0
509,41571,3.0
480,44840,3.0
470,6,3.0
43,374,5.0
367,2018,5.0
380,480,5.0
391,1028,5.0
527,1017,4.0
101,2396,4.0
480,4239,3.0
249,44665,3.0
474,4709,2.5
590,2863,4.0
477,1127,2.5
434,260,5.0
562,2232,5.0
570,2841,4.0
19,818,4.0
414,5418,4.0
217,3082,3.0
356,2571,4.0
116,1193,4.0
608,3578,4.0
4,450,2.0
22,541,5.0
606,6188,1.5
177,1028,4.0
600,4370,3.5
132,4306,3.5
233,4239,3.5
448,103755,2.5
83,79132,5.0
103,86298,3.5
346,608,3.0
599,62155,2.5
122,3409,4.0
159,89864,3.5
21,6155,3.5
452,608,5.0
155,575,3.0
56,410,3.0
387,5255,1.5
238,4852,3.0
91,3176,4.0
266,2353,3.0
610,52950,3.0
47,5989,2.0
474,3475,4.0
462,2858,3.5
42,1975,2.0
411,256,3.0
409,2352,4.0
563,1017,3.5
242,593,5.0
387,1284,3.5
6,224,3.0
448,599,5.0
534,3624,4.0
380,5444,5.0
99,315,3.0
57,153,2.0
520,1197,5.0
200,7451,4.5
606,288,4.0
18,3949,4.5
434,3863,1.0
64,266,5.0
305,44665,3.5
160,1100,1.0
428,589,2.5
57,1858,3.0
610,849,3.0
477,48394,4.0
348,2616,4.5
292,1017,4.5
177,89804,2.5
554,1286,5.0
366,7438,4.0
357,2710,4.0
380,2315,3.0
362,5784,4.0
234,2642,2.0
232,1302,3.5
352,2278,4.0
489,88744,3.0
177,3755,4.0
187,1732,5.0
113,3824,2.0
448,143257,2.5
74,48774,4.0
362,110,4.0
480,38798,2.0
514,457,4.0
489,6934,0.5
551,60069,4.5
610,71264,4.0
385,296,4.0
305,1259,4.5
98,2324,4.0
307,594,2.5
91,2455,3.0
465,1518,4.0
63,4310,0.5
226,2278,3.0
50,8974,2.0
606,2283,3.0
18,158972,3.5
1,2944,5.0
610,2924,5.0
4,2921,4.0
380,135569,4.0
374,318,4.0
537,2571,4.0
132,7153,4.0
58,7,5.0
125,99813,4.5
493,4441,5.0
399,8961,3.5
417,109487,3.5
317,2502,4.0
542,5266,3.0
500,597,1.0
524,76,2.0
159,65230,5.0
600,1961,3.5
465,474,4.0
209,1704,4.5
249,6764,3.5
480,4756,2.0
298,52328,3.0
318,32657,4.5
6,497,3.0
342,1013,2.0
86,72356,4.5
414,86882,4.0
509,6889,3.0
123,55765,4.0
202,523,3.0
29,4223,4.0
339,157699,3.5
219,4993,3.5
328,72998,3.5
19,427,3.0
468,432,2.0
597,2712,3.0
18,96432,4.0
290,918,5.0
385,1136,4.0
140,2819,3.0
414,2450,2.0
232,33836,2.5
64,3717,2.5
64,2470,3.0
573,30749,3.5
511,50601,3.0
600,3250,2.5
290,2313,4.0
593,3996,4.5
381,6773,4.0
309,7218,4.5
249,3147,4.0
131,356,3.0
279,63131,2.0
534,2004,4.5
87,1077,4.0
239,2100,3.0
6,383,3.0
432,4973,3.5
600,1391,2.0
327,318,4.5
515,58559,5.0
603,1648,4.0
318,97306,4.5
45,1390,2.0
436,274,3.0
610,55261,3.5
305,163985,4.5
469,1625,4.0
562,55118,4.5
45,6377,5.0
115,3624,4.0
170,344,3.0
257,1288,4.5
390,37729,5.0
610,27801,4.5
232,1073,4.0
382,34048,4.5
489,1587,4.5
51,3253,0.5
414,46723,4.0
484,180,4.0
243,420,4.0
83,7099,3.0
326,2028,3.5
383,1299,4.0
473,5785,3.5
140,5943,2.5
453,3248,4.0
227,527,4.0
318,2009,2.5
121,161,3.0
600,5879,0.5
83,58303,1.5
298,140711,0.5
381,2133,3.5
474,959,3.5
590,1079,4.5
105,151769,5.0
290,2988,4.0
567,903,0.5
405,1673,4.0
160,2987,4.0
323,2803,3.0
380,2989,4.0
247,1210,3.5
27,1015,4.0
520,48385,3.5
380,2006,4.0
305,780,4.5
442,1186,1.0
241,112556,3.5
18,1527,3.5
610,3753,3.5
196,134130,4.5
4,457,5.0
163,1608,4.0
111,111659,2.5
489,2722,2.5
181,380,2.0
19,2036,2.0
432,3793,4.0
305,1884,5.0
141,2716,3.5
125,2918,4.0
200,1210,5.0
198,2791,3.0
91,3882,2.0
280,3755,4.5
387,611,1.5
201,708,3.0
414,2353,4.0
561,4979,5.0
195,2325,3.0
220,2502,5.0
391,29,5.0
453,2012,5.0
121,380,3.0
212,318,4.5
484,3882,4.0
18,6534,3.0
474,7981,4.0
114,127198,3.5
274,2517,3.5
606,47202,4.0
125,1270,5.0
510,1997,4.5
448,3264,1.5
78,2716,4.5
422,2568,1.0
105,56782,4.5
474,1767,2.0
372,1265,4.0
493,1214,2.0
502,1674,2.0
448,7257,2.0
177,916,5.0
274,79057,3.5
599,1951,2.0
559,204,2.0
330,150,3.0
274,180,3.5
144,1517,2.5
224,2248,5.0
62,37729,4.0
380,4022,4.0
391,1193,5.0
105,4023,3.0
212,51935,4.0
380,16,3.0
474,5451,2.5
288,788,2.0
232,3882,3.0
199,587,2.0
260,6711,4.0
448,3826,2.0
600,3077,4.0
19,1394,3.0
249,2858,4.5
326,146656,3.5
365,5669,0.5
216,3994,5.0
425,2617,3.5
599,2372,1.5
474,7090,4.0
602,861,4.0
36,1617,4.5
74,6787,5.0
205,912,2.5
414,160980,3.5
534,103384,3.5
232,55830,3.0
62,101864,4.0
249,2505,3.0
425,552,3.0
51,2797,5.0
464,50798,1.5
380,3483,4.0
182,1073,4.0
590,1876,3.0
601,54286,4.0
189,5952,4.0
221,3702,3.5
567,1210,1.5
366,110,4.0
608,4161,3.5
525,48385,1.0
182,5522,3.5
95,3793,4.0
490,64622,3.5
504,2289,4.5
217,921,2.0
307,1073,4.0
599,4701,2.5
412,933,5.0
137,3671,4.0
241,68157,4.5
322,597,3.0
62,102125,3.5
27,1198,5.0
596,68358,4.0
274,4128,4.5
410,1958,5.0
365,122904,3.5
307,2580,3.0
288,2903,3.0
199,497,3.0
603,1124,3.0
470,161,3.0
565,150,3.0
425,1221,3.5
417,49530,4.0
140,7027,4.0
561,3698,3.0
43,165,5.0
308,95377,3.0
425,5528,3.0
28,64997,3.5
599,1499,2.0
610,59315,4.0
517,588,3.0
344,586,5.0
168,1927,4.5
249,7346,4.0
160,2051,1.0
605,74282,4.5
222,19,3.5
57,552,2.0
409,2490,3.0
597,1201,4.0
330,16,3.5
234,1373,3.0
298,84152,3.0
332,288,3.5
458,588,4.0
95,1513,3.0
226,6298,3.0
534,784,3.5
509,1704,3.5
317,4306,4.0
202,3527,4.0
483,6870,4.0
177,3098,4.0
345,4465,3.5
294,2054,3.0
590,588,4.0
72,50,4.5
453,165,5.0
68,4823,3.0
18,89745,4.0
436,585,3.0
380,1517,3.0
424,3176,5.0
128,935,5.0
387,5891,3.0
318,3569,4.5
166,2716,3.5
532,1954,3.0
226,1753,4.0
365,68954,3.0
536,370,3.0
380,6888,2.0
294,1837,1.0
305,2105,3.0
182,17,4.0
436,527,5.0
477,6793,3.0
586,6539,5.0
474,4801,4.0
274,174,3.5
380,5459,4.0
414,7137,3.5
217,1371,4.0
57,2788,4.0
187,922,5.0
274,541,2.5
15,4993,3.5
600,1,2.5
217,3396,3.0
24,552,3.5
370,253,3.5
203,2947,3.0
552,6378,3.5
606,4975,3.5
552,3785,2.5
354,592,4.0
298,88163,3.0
354,1093,4.5
91,4262,3.5
481,1672,2.0
414,2473,3.0
508,2300,1.5
193,4878,4.0
190,5902,3.5
193,296,4.0
590,2641,4.0
484,2018,4.5
603,1235,3.0
217,89,4.0
438,3998,3.0
63,68358,3.5
534,1676,4.0
469,1198,4.0
45,3396,4.0
307,7802,3.0
534,119655,3.5
83,69844,3.5
106,97938,4.5
600,7160,3.5
182,2135,1.5
480,2872,3.0
274,805,3.5
199,1047,2.0
385,1221,4.0
603,3221,5.0
606,27644,3.5
18,500,3.5
499,327,0.5
414,3755,3.0
119,60069,4.0
610,72142,5.0
111,93270,1.5
414,288,3.0
474,3088,3.0
553,6378,4.5
156,296,5.0
419,1573,3.5
599,76093,2.5
380,3267,4.0
298,36535,2.0
28,599,3.0
448,92439,2.0
496,7151,3.5
21,7438,1.5
182,3323,4.0
489,39183,4.5
1,2644,4.0
280,71619,4.0
199,592,3.0
414,5524,3.0
91,1968,3.0
68,588,3.5
328,1302,0.5
608,1208,3.0
462,164655,2.0
68,4378,2.0
603,3771,4.0
274,33672,3.5
21,74789,2.5
98,53993,4.0
510,3998,0.5
274,33166,4.0
274,4718,2.0
387,4429,4.0
186,1097,3.0
387,1653,3.5
599,6523,2.0
414,1673,4.0
29,1792,3.0
579,1,4.0
390,6953,3.0
110,4973,5.0
42,507,4.0
137,527,3.5
610,1227,4.0
86,33794,4.0
597,2443,3.0
89,1682,0.5
304,2279,3.0
410,351,4.0
4,4765,5.0
593,34162,2.0
117,434,3.0
380,33162,4.0
419,2700,5.0
446,282,2.0
41,112552,4.0
520,2502,4.0
113,779,3.0
448,154065,2.0
24,165,3.5
599,2723,2.0
260,1094,2.5
370,2572,3.5
249,7254,4.0
82,3753,4.0
66,6979,4.0
249,3285,2.5
397,750,4.0
305,1587,2.5
474,552,3.0
233,162600,1.5
143,69122,5.0
68,7451,3.5
122,86190,3.5
334,4741,3.5
453,3861,3.0
48,172,3.5
240,383,5.0
415,6957,4.5
414,886,3.0
484,923,4.5
256,3247,4.5
603,2959,4.0
470,1,4.0
552,1220,4.0
298,101025,0.5
68,256,1.5
274,6950,3.5
19,3213,4.0
78,44974,0.5
226,7451,3.0
249,78039,3.5
318,377,3.5
610,26547,5.0
414,3508,5.0
381,1967,5.0
68,58025,3.0
566,300,3.0
398,48516,4.0
274,46974,1.5
599,544,1.5
422,2728,5.0
129,2791,4.0
599,4226,4.5
380,2012,4.0
64,1193,5.0
197,2268,4.0
105,7458,3.5
274,6564,2.5
540,6539,4.5
362,3147,4.0
18,8917,3.5
509,3785,3.0
68,60950,3.0
377,1225,4.0
246,45722,4.5
469,2009,3.0
